genome	fastbaps_group	n_contigs	N50	total_len	assembly_level	checkm_completeness	checkm_contamination	seq_tech	strain	isolate
GCF_055361665.1	9	1	1745579	1745579	Chromosome	99.06		PacBio RSII; Illumina	Carrier7	
GCF_055361685.1	9	1	1835818	1835818	Complete Genome	99.61		PacBio RSII; Illumina	Carrier6	
GCF_055361705.1	5	1	1747469	1747469	Complete Genome	98.1		PacBio RSII; Illumina	Carrier3	
GCF_055361715.1	5	1	1729940	1729940	Complete Genome	98.1		PacBio RSII; Illumina	Carrier5	
GCF_055361745.1	1	1	1854376	1854376	Chromosome	99.52		PacBio RSII; Illumina	Carrier2	
GCF_055361765.1	15	1	1873697	1873697	Complete Genome	99.32	0.31	PacBio RSII; Illumina	Carrier1	
GCF_055361785.1	3	1	1851429	1851429	Complete Genome	98.94		PacBio RSII; Illumina	Acute43	
GCF_055361805.1	5	1	1836729	1836729	Complete Genome	98.76		PacBio RSII; Illumina	Acute37	
GCF_055361825.1	5	1	1715094	1715094	Complete Genome	98.1		PacBio RSII; Illumina	Acute27	
GCF_055361835.1	5	1	1833439	1833439	Complete Genome	98.1		PacBio RSII; Illumina	Acute26	
GCF_055361865.1	5	1	1721698	1721698	Complete Genome	98.1		PacBio RSII; Illumina	Acute25	
GCF_055361885.1	1	1	1896922	1896922	Complete Genome	99.49	0.48	PacBio RSII; Illumina	Acute21	
GCF_055361905.1	10	1	1862991	1862991	Chromosome	99.46	1.42	PacBio RSII; Illumina	Acute17	
GCF_055361925.1	9	1	1853040	1853040	Chromosome	99.61	0.09	PacBio RSII; Illumina	Acute15	
GCF_055361945.1	9	1	1852244	1852244	Chromosome	99.61		PacBio RSII; Illumina	Acute14	
GCF_055361965.1	9	1	1864208	1864208	Chromosome	98.88	0.78	PacBio RSII; Illumina	Acute12	
GCF_055361975.1	15	1	1788686	1788686	Complete Genome	99.32	0.34	PacBio RSII; Illumina	Acute11	
GCF_055362005.1	5	1	1747785	1747785	Complete Genome	98.1		PacBio RSII; Illumina	Acute9	
GCF_055362025.1	10	1	1754445	1754445	Complete Genome	99.33		PacBio RSII; Illumina	Acute8	
GCF_055362045.1	10	1	1836420	1836420	Complete Genome	99.47		PacBio RSII; Illumina	Acute6	
GCF_055362065.1	1	1	1897528	1897528	Complete Genome	99.49		PacBio RSII; Illumina	Acute5	
GCF_055362085.1	5	1	1730985	1730985	Complete Genome	98.1	0.29	PacBio RSII; Illumina	Acute2	
GCF_055362105.1	1	1	1893450	1893450	Chromosome	99.52	1.38	PacBio RSII; Illumina	Acute4	
GCF_055362125.1	1	1	1841636	1841636	Chromosome	99.52	0.18	PacBio RSII; Illumina	Acute1	
GCF_055378755.1	6	1	1820726	1820726	Complete Genome	99.4		Sequel IIe (PacBio)	D58	D58
GCF_056154105.1	10	36	99659	1819116	Scaffold	99.25		BGI	ZJ3023-M12	
GCF_056154185.1	10	45	98605	1848753	Scaffold	99.14		BGI	ZJ2503-M12	
GCF_056154285.1	10	41	99659	1848017	Scaffold	98.81		BGI	ZJ2374-M12	
GCF_056154405.1	10	39	99659	1844672	Scaffold	98.75		BGI	ZJ20spy7010-M12	
GCF_056154445.1	10	38	99643	1857821	Scaffold	98.75		BGI	ZJ20spy7004-M12	
GCF_056154465.1	10	42	99659	1850241	Scaffold	99.25		BGI	ZJ20spy7002-M12	
GCF_056154565.1	10	43	126507	1847981	Scaffold	99.25		BGI	ZJ19spy7059-M12	
GCF_056154585.1	10	44	99643	1847402	Scaffold	99.25		BGI	ZJ19spy7067-M12	
GCF_056154665.1	10	31	99481	1803666	Scaffold	98.36		BGI	ZJ19SPY7042-M12	
GCF_056154685.1	10	35	99579	1804638	Scaffold	98.72		BGI	ZJ19SPY7025-M12	
GCF_056154725.1	10	40	98335	1832163	Scaffold	98.14		BGI	ZJ19SPY7015-M12	
GCF_056154745.1	10	46	99627	1845676	Scaffold	99.14		BGI	YQ8-2012	
GCF_056154765.1	10	27	130291	1765935	Scaffold	99.18	0.09	BGI	ZJ19SPY7003-M12	
GCF_056154805.1	10	43	99659	1848883	Scaffold	99.14		BGI	YQ6-2012	
GCF_056154825.1	10	47	99678	1882657	Scaffold	99.47		BGI	YQ7-2012	
GCF_056154885.1	10	45	81317	1855810	Scaffold	99.25		BGI	YQ5-2012	
GCF_056154925.1	10	50	104937	1846516	Scaffold	99.25		BGI	XCN001-2013	
GCF_056154945.1	10	42	130872	1845636	Scaffold	98.58		BGI	XCB6-2012	
GCF_056155025.1	10	43	99659	1849082	Scaffold	99.14		BGI	XCB015-2014	
GCF_056156885.1	10	46	99627	1845324	Scaffold	99.25		BGI	XCB007-2014	
GCF_056156905.1	10	34	164447	1892989	Scaffold	99.47		BGI	XCB009-2014	
GCF_056156925.1	10	41	101259	1870310	Scaffold	99.46		BGI	XCB007-2013	
GCF_056156985.1	10	41	118849	1885640	Scaffold	99.47		BGI	XC5-2012	
GCF_056157025.1	10	43	99659	1849268	Scaffold	99.25		BGI	WTG19-2014	
GCF_056157045.1	10	32	99493	1801527	Scaffold	99.14		BGI	TZ36-2017	
GCF_056157065.1	11	21	188057	1791512	Scaffold	99.24		BGI	ZY28-2014-M1	
GCF_056157085.1	9	26	122737	1899755	Scaffold	99.72		BGI	ZJ7063-M1	
GCF_056157105.1	9	33	100157	1897245	Scaffold	99.39		BGI	ZJ7051-M1	
GCF_056157125.1	9	26	122737	1900590	Scaffold	99.72		BGI	ZJ7008-M1	
GCF_056157145.1	9	19	118716	1789581	Scaffold	99.72		BGI	ZJ3211-M1	
GCF_056157165.1	9	32	100019	1897470	Scaffold	99.71		BGI	ZJ2432-M1	
GCF_056157185.1	9	31	101245	1896009	Scaffold	99.67		BGI	ZJ2385-M1	
GCF_056157205.1	9	27	122692	1852656	Scaffold	99.49		BGI	ZJ2378-M1	
GCF_056157225.1	9	25	122911	1858203	Scaffold	99.72		BGI	ZJ20SPY7013-M1	
GCF_056157245.1	9	27	104587	1900502	Scaffold	99.72		BGI	ZJ20spy7011-M1	
GCF_056157265.1	9	26	122810	1858029	Scaffold	99.39		BGI	ZJ20spy7006-M1	
GCF_056157285.1	9	26	122897	1860381	Scaffold	99.39		BGI	ZJ20spy7005-M1	
GCF_056157305.1	9	26	123071	1861098	Scaffold	99.72		BGI	ZJ20spy7003-M1	
GCF_056157325.1	9	25	122737	1898465	Scaffold	99.72		BGI	ZJ20SPY7001-M1	
GCF_056157345.1	9	30	100019	1895175	Scaffold	99.72		BGI	ZJ19spy7071-M1	
GCF_056157365.1	9	26	122879	1900859	Scaffold	99.72		BGI	ZJ19SPY7070-M1	
GCF_056157385.1	9	25	122723	1858889	Scaffold	99.39		BGI	ZJ19spy7064-M1	
GCF_056157405.1	9	32	101247	1894140	Scaffold	99.72		BGI	ZJ19SPY7060-M1	
GCF_056157425.1	9	30	104242	1899245	Scaffold	98.61		BGI	ZJ19spy7044-M1	
GCF_056157445.1	9	25	122722	1887945	Scaffold	99.51		BGI	ZJ19SPY7052-M1	
GCF_056157465.1	9	27	122862	1862472	Scaffold	99.72		BGI	ZJ19spy7043-M1	
GCF_056157485.1	9	25	122687	1892489	Scaffold	99.72		BGI	ZJ19SPY7014-M1	
GCF_056157505.1	9	28	122516	1888602	Scaffold	99.72		BGI	YQ008-2014-M1	
GCF_056157525.1	9	29	123028	1901901	Scaffold	99.72		BGI	YQ005-2014-M1	
GCF_056157545.1	9	29	122680	1897752	Scaffold	99.72		BGI	YQ003-2014-M1	
GCF_056157565.1	9	31	123069	1904364	Scaffold	99.72		BGI	XCN1-2012-M1	
GCF_056157585.1	9	25	157158	1864746	Scaffold	99.72		BGI	XCN1005-2014-M1	
GCF_056157605.1	11	19	243631	1789306	Scaffold	99.24		BGI	XCB33-2012-M1	
GCF_056157625.1	9	23	157110	1860708	Scaffold	99.72		BGI	XCB049-2014-M1	
GCF_056157645.1	9	29	101228	1899417	Scaffold	99.72		BGI	XCB048-2014-M1	
GCF_056157665.1	9	24	157110	1859786	Scaffold	99.72		BGI	XCB027-2014-M1	
GCF_056157685.1	9	27	122911	1839626	Scaffold	99.06		BGI	XCB025-2014-M1	
GCF_056431965.1	12	18	179219	1841244	Scaffold	99.57		Illumina NovaSeq	NPDC045723	
GCF_056673365.1	4	1	1896592	1896592	Complete Genome	99.78		PacBio Sequel	2020E04-316	
GCF_056673385.1	4	1	1896601	1896601	Complete Genome	99.78		PacBio Sequel	2020C10-330	
GCF_056673395.1	4	1	1896577	1896577	Complete Genome	99.26		PacBio Sequel	2020C08-327	
GCF_056673405.1	4	1	1891370	1891370	Complete Genome	99.78		PacBio Sequel	2020N07-234	
GCF_056673415.1	4	1	1896586	1896586	Complete Genome	99.78		PacBio Sequel	2020C08-323	
GCF_056673425.1	4	1	1891458	1891458	Complete Genome	99.78		PacBio Sequel	2020S07-273	
GCF_056673435.1	4	1	1804100	1804100	Complete Genome	99.78		PacBio Sequel	2020S07-064	
GCF_056673445.1	4	1	1896578	1896578	Complete Genome	98.07		PacBio Sequel	2020C02-348	
GCF_056673455.1	4	1	1896597	1896597	Complete Genome	99.78		PacBio Sequel	2020C04-269	
GCF_056673465.1	4	1	1891476	1891476	Complete Genome	99.78		PacBio Sequel	2020C01-281	
GCF_056673475.1	4	1	1891468	1891468	Complete Genome	99.52		PacBio Sequel	2020C01-282	
GCF_056673485.1	4	1	1891469	1891469	Complete Genome	99.34		PacBio Sequel	2020C01-276	
GCF_056673495.1	4	1	1897484	1897484	Complete Genome	99.78		PacBio Sequel	2020C01-278	
GCF_056673505.1	4	1	1891461	1891461	Complete Genome	99.78		PacBio Sequel	2020S01-323	
GCF_056673515.1	4	1	1849822	1849822	Complete Genome	99.66		PacBio Sequel	2018E04-349	
GCF_056673525.1	4	1	1849807	1849807	Complete Genome	99.42		PacBio Sequel	2018E04-329	
GCF_056673545.1	4	1	1849816	1849816	Complete Genome	99.78		PacBio Sequel	2018E04-344	
GCF_056673555.1	12	1	1908191	1908191	Complete Genome	99.43	0.27	PacBio Sequel	2018E04-277	
GCF_056673565.1	4	1	1951124	1951124	Complete Genome	99.78		PacBio Sequel	2018N16-274	
GCF_056673575.1	4	1	1878665	1878665	Complete Genome	99.44	0.08	PacBio Sequel	2018C06-076	
GCF_056673585.1	4	1	1812489	1812489	Complete Genome	99.03		PacBio Sequel	2018S08-055	
GCF_056673595.1	4	1	1849800	1849800	Complete Genome	99.76		PacBio Sequel	2018N07-269	
GCF_056673605.1	4	1	1849835	1849835	Complete Genome	99.78		PacBio Sequel	2018C02-336	
GCF_056673615.1	4	1	2046542	2046542	Complete Genome	97.61		PacBio Sequel	2014N05-278	
GCF_056673625.1	4	1	1878707	1878707	Complete Genome	99.59	0.08	PacBio Sequel	2012N07-308	
GCF_056673635.1	4	1	1878716	1878716	Complete Genome	99.78	0.08	PacBio Sequel	2012N07-295	
GCF_056673645.1	4	1	1878632	1878632	Complete Genome	99.75	0.08	PacBio Sequel	2012N06-294	
GCF_056673655.1	4	1	1878639	1878639	Complete Genome	99.78	0.08	PacBio Sequel	2012N06-200	
GCF_056673665.1	4	1	1877809	1877809	Complete Genome	97.61		PacBio Sequel	2008S01-258	
GCF_056673675.1	4	1	1860701	1860701	Complete Genome	99.44	0.35	PacBio Sequel	985052	
GCF_056673685.1	10	1	1906155	1906155	Complete Genome	99.25		PacBio Sequel	2020C01-279	
GCF_056673695.1	10	1	1906904	1906904	Complete Genome	99.25		PacBio Sequel	2016C10-307	
GCF_056673705.1	10	1	1908221	1908221	Complete Genome	99.17		PacBio Sequel	2016C08-287	
GCF_056673715.1	10	1	1865178	1865178	Complete Genome	99.25		PacBio Sequel	2016N16-290	
GCF_056673725.1	10	1	1802781	1802781	Complete Genome	98.03		PacBio Sequel	2016N06-242	
GCF_056673735.1	10	1	1835104	1835104	Complete Genome	98.84		PacBio Sequel	2010N06-263	
GCF_056673745.1	10	1	1835501	1835501	Complete Genome	99.28		PacBio Sequel	2006C02-240	
GCF_056673755.1	10	1	1842423	1842423	Complete Genome	98.46		PacBio Sequel	2002C06-004	
GCF_056673765.1	10	1	1836023	1836023	Complete Genome	99.47		PacBio Sequel	984444	
GCF_056673775.1	4	2	1866401	1914325	Complete Genome	99.78	0.87	PacBio Sequel	2020N07-279	
GCF_056673785.1	4	2	1815520	1866815	Complete Genome	99.71	0.77	PacBio Sequel	2020N07-242	
GCF_056673795.1	10	2	1846429	1883508	Complete Genome	99.14	1.05	PacBio Sequel	2020E04-309	
GCF_056673805.1	4	2	1848638	1900358	Complete Genome	99.41	1.13	PacBio Sequel	2018N08-276	
GCF_056673815.1	10	2	1875036	1925437	Complete Genome	98.77	1.37	PacBio Sequel	2018C04-272	
GCF_056673825.1	10	4	1805888	1921729	Complete Genome	98.62	2.75	PacBio Sequel	201933	
GCF_056673835.1	4	1	1930109	1930109	Chromosome	99.61		PacBio Sequel	2020N05-284	
GCF_900087555.1	6	29	175666	1826913	Scaffold	99.16		illumina		H091220183-sc-2011-03-02-1091939
GCF_900231885.1	9	42	221888	1813097	Scaffold	99.72		Illumina		SPYOINFP20011
GCF_900474455.1	12	1	1906873	1906873	Complete Genome	99.12		PacBio	NCTC8225	
GCF_900474645.1	15	1	1921448	1921448	Complete Genome	98.11		PacBio	NCTC5163	
GCF_900474745.1	12	1	1808384	1808384	Complete Genome	99.0		PacBio	NCTC12059	
GCF_900474765.1	12	1	1862643	1862643	Complete Genome	99.12		PacBio	NCTC8314	
GCF_900474775.1	13	1	1744145	1744145	Complete Genome	98.33		PacBio	NCTC12066	
GCF_900474795.1	15	1	1921169	1921169	Complete Genome	98.11	0.33	PacBio	NCTC5164	
GCF_900474815.1	10	1	1797476	1797476	Complete Genome	99.47		PacBio	NCTC8300	
GCF_900474825.1	12	1	1756406	1756406	Complete Genome	99.28		PacBio	NCTC12045	
GCF_900474835.1	12	1	1808407	1808407	Complete Genome	99.18		PacBio	NCTC12069	
GCF_900474845.1	14	1	1848740	1848740	Complete Genome	99.62	0.27	PacBio	NCTC12057	
GCF_900474855.1	12	1	1864452	1864452	Complete Genome	99.31		PacBio	NCTC8328	
GCF_900474865.1	12	1	1768863	1768863	Complete Genome	98.09		PacBio	NCTC12058	
GCF_900474885.1	12	1	1875632	1875632	Complete Genome	99.52		PacBio	NCTC12046	
GCF_900474895.1	13	1	1845052	1845052	Complete Genome	99.54		PacBio	NCTC12696	
GCF_900474915.1	12	1	1793034	1793034	Complete Genome	99.26	0.15	PacBio	NCTC12048	
GCF_900474925.1	12	1	1851237	1851237	Complete Genome	98.85		PacBio	NCTC12050	
GCF_900474935.1	12	1	1805495	1805495	Complete Genome	99.33	0.08	PacBio	NCTC12047	
GCF_900474945.1	12	1	1786462	1786462	Complete Genome	99.7		PacBio	NCTC8316	
GCF_900474955.1	15	1	1921449	1921449	Complete Genome	98.11		PacBio	NCTC8332	
GCF_900474965.1	12	1	1796043	1796043	Complete Genome	98.78		PacBio	NCTC8231	
GCF_900474975.1	13	1	1857727	1857727	Complete Genome	99.66		PacBio	NCTC12052	
GCF_900474995.1	15	1	1838787	1838787	Complete Genome	96.53		PacBio	NCTC12840	
GCF_900475005.1	12	1	1827653	1827653	Complete Genome	98.57		PacBio	NCTC12062	
GCF_900475035.1	13	1	1746380	1746380	Complete Genome	98.63	0.4	PacBio	NCTC12064	
GCF_900475075.1	12	1	1898595	1898595	Complete Genome	98.46		PacBio	NCTC8195	
GCF_900475085.1	12	1	1915789	1915789	Complete Genome	99.25		PacBio	NCTC8324	
GCF_900475105.1	12	1	1766320	1766320	Complete Genome	98.85		PacBio	NCTC4001	
GCF_900475115.1	1	1	1891095	1891095	Complete Genome	98.99		PacBio	NCTC8326	
GCF_900475135.1	5	1	1752074	1752074	Complete Genome	98.0		PacBio	NCTC12067	
GCF_900475155.1	12	1	1751353	1751353	Complete Genome	99.61		PacBio	NCTC12068	
GCF_900475165.1	12	1	1931144	1931144	Complete Genome	99.01	0.08	PacBio	NCTC8230	
GCF_900475175.1	4	1	1906305	1906305	Complete Genome	99.61	0.27	PacBio	NCTC10876	
GCF_900475335.1	11	1	1829590	1829590	Complete Genome	97.12	0.08	PacBio	NCTC8322	
GCF_900475425.1	13	1	1764453	1764453	Complete Genome	99.2		PacBio	NCTC10874	
GCF_900475455.1	12	1	1908146	1908146	Complete Genome	99.36		PacBio	NCTC10879	
GCF_900475465.1	12	1	1811249	1811249	Complete Genome	99.76		PacBio	NCTC8224	
GCF_900475475.1	12	1	1847336	1847336	Complete Genome	99.01	0.08	PacBio	NCTC13738	
GCF_900475485.1	15	1	1863040	1863040	Complete Genome	99.45		PacBio	NCTC8320	
GCF_900475495.1	14	1	1934623	1934623	Complete Genome	99.62		PacBio	NCTC13742	
GCF_900475525.1	12	1	1846983	1846983	Complete Genome	98.58	0.17	PacBio	NCTC13743	
GCF_900475565.1	12	1	1785401	1785401	Complete Genome	99.67	0.04	PacBio	NCTC10880	
GCF_900475615.1	12	1	1822334	1822334	Complete Genome	99.49		PacBio	NCTC8227	
GCF_900475645.1	10	1	1795272	1795272	Complete Genome	99.47		PacBio	NCTC10085	
GCF_900475705.1	12	1	1808803	1808803	Complete Genome	99.6		PacBio	NCTC13744	
GCF_900475765.1	15	1	1913208	1913208	Complete Genome	98.81		PacBio	NCTC13736	
GCF_900475785.1	2	1	1789295	1789295	Complete Genome	99.69	0.08	PacBio	NCTC10877	
GCF_900475795.1	12	1	1790372	1790372	Complete Genome	99.32	0.08	PacBio	NCTC8304	
GCF_900475865.1	12	1	1785880	1785880	Complete Genome	98.64		PacBio	NCTC13739	
GCF_900475875.1	12	1	1819726	1819726	Complete Genome	99.59	0.4	PacBio	NCTC13737	
GCF_900475925.1	12	1	1756874	1756874	Complete Genome	99.34		PacBio	NCTC12044	
GCF_900475955.1	5	1	1834863	1834863	Complete Genome	98.1		PacBio	NCTC13745	
GCF_900475985.1	11	1	1891258	1891258	Complete Genome	99.04	0.22	PacBio	NCTC13751	
GCF_900476015.1	9	1	1796907	1796907	Complete Genome	99.72		PacBio	NCTC8370	
GCF_900608505.1	9	1	1877450	1877450	Complete Genome	99.63		illumina	S119	S119
GCF_900619585.1	9	1	1829838	1829838	Complete Genome	99.72		RS-II	5448	5448
GCF_900619595.1	1	1	1823047	1823047	Complete Genome	99.6		RS-II	SP444	SP444
GCF_900619605.1	9	1	1943295	1943295	Complete Genome	99.72		RS-II	HKU419	HKU419
GCF_900619615.1	14	1	1909563	1909563	Complete Genome	99.62		RS-II	PS003	PS003
GCF_900619625.1	3	1	1854706	1854706	Complete Genome	98.94		RS-II	PS006	PS006
GCF_900636485.1	12	1	1900813	1900813	Complete Genome	99.28	0.08	PacBio	NCTC8232	
GCF_900636725.1	15	1	1834173	1834173	Complete Genome	99.34	0.64	PacBio	NCTC8302	
GCF_900982655.1	12	10	287116	1826942	Scaffold	99.1		SLX	K3589	
GCF_900982675.1	12	19	210827	1752906	Scaffold	98.79		SLX	K3534	
GCF_900982695.1	12	15	239359	1756728	Scaffold	99.39	0.37	SLX	K5499	
GCF_900982705.1	12	11	398946	1778305	Scaffold	99.47	0.27	SLX	K6239	
GCF_900982745.1	12	13	264297	1761962	Scaffold	99.04		SLX	K5911	
GCF_900982765.1	12	11	449976	1775248	Scaffold	99.04		SLX	K9340	
GCF_900982775.1	12	15	237802	1739767	Scaffold	99.11		SLX	K9429	
GCF_900982805.1	12	10	260087	1767886	Scaffold	99.0	0.4	SLX	K9466	
GCF_900982825.1	12	13	223986	1773811	Scaffold	99.56	0.27	SLX	K6821	
GCF_900982835.1	12	9	457332	1743128	Scaffold	99.59		SLX	K12452	
GCF_900982855.1	12	9	473358	1800045	Scaffold	99.59		SLX	K12363	
GCF_900982865.1	12	13	358805	1751362	Scaffold	99.43	0.27	SLX	K16587	
GCF_900982875.1	12	9	446111	1757879	Scaffold	99.7		SLX	K16849	
GCF_900982885.1	12	12	468994	1768403	Scaffold	98.37	1.16	SLX	K19464	
GCF_900982895.1	12	14	244847	1751442	Scaffold	99.43	0.27	SLX	K35215	
GCF_900982905.1	13	16	228723	1789688	Scaffold	99.7		SLX	K39244	
GCF_900982925.1	12	10	505390	1790898	Scaffold	99.48	0.07	SLX	K17011	
GCF_900982935.1	12	15	262845	1761635	Scaffold	99.13	0.4	SLX	K10246	
GCF_900982965.1	12	15	213002	1798224	Scaffold	98.93	0.4	SLX	K9400	
GCF_900982975.1	12	13	220642	1741606	Scaffold	99.06		SLX	K9927	
GCF_900982985.1	12	10	241940	1768264	Scaffold	99.04		SLX	K9374	
GCF_900982995.1	12	10	517256	1824020	Scaffold	99.09	0.73	SLX	K9887	
GCF_900983005.1	12	21	179433	1910387	Scaffold	98.07	0.33	SLX	K13254	
GCF_900983015.1	13	16	243516	1783037	Scaffold	99.33	0.08	SLX	K51725	
GCF_900983025.1	12	6	475631	1802752	Scaffold	99.42	0.27	SLX	K12537	
GCF_900983035.1	12	13	917988	1807549	Scaffold	99.62		SLX	K21771	
GCF_900983045.1	12	12	342681	1817558	Scaffold	99.43	0.06	SLX	K19188	
GCF_900983055.1	12	12	410991	1738283	Scaffold	99.09	0.67	SLX	K17074	
GCF_900983085.1	12	14	241465	1750755	Scaffold	99.59		SLX	K42952	
GCF_900983095.1	12	12	243603	1819941	Scaffold	98.55		SLX	K43037	
GCF_900983105.1	13	20	239609	1860436	Scaffold	99.33		SLX	K50977	
GCF_900983115.1	12	12	245694	1784947	Scaffold	99.43	0.27	SLX	K7275	
GCF_900983155.1	12	19	177344	1806469	Scaffold	98.99		SLX	NS2985	
GCF_900983165.1	12	15	320921	1784018	Scaffold	99.53		SLX	NS2413	
GCF_900983205.1	12	11	287815	1788886	Scaffold	99.67		SLX	K7928	
GCF_900983225.1	12	27	153531	1858893	Scaffold	99.66		SLX	NS426	
GCF_900983245.1	14	15	228636	1764805	Scaffold	98.64	0.4	SLX	NS2188	
GCF_900983255.1	12	27	117040	1810865	Scaffold	98.61	0.4	SLX	GAS253	
GCF_900983265.1	12	22	134429	1715978	Scaffold	99.24	0.27	SLX	NS100	
GCF_900983275.1	14	17	258737	1799241	Scaffold	98.11		SLX	NS6902	
GCF_900983285.1	14	16	185439	1856414	Scaffold	98.64	0.07	SLX	NS3965	
GCF_900983295.1	13	19	170840	1747790	Scaffold	99.44		SLX	Dog48	
GCF_900983305.1	12	13	426901	1751357	Scaffold	98.99		SLX	NS38	
GCF_900983315.1	13	16	441076	1747745	Scaffold	99.44		SLX	NS27	
GCF_900983325.1	12	22	121533	1853228	Scaffold	99.04	0.72	SLX	NS5658	
GCF_900983335.1	13	14	242472	1800931	Scaffold	99.7		SLX	SDog	
GCF_900983365.1	13	12	258672	1759129	Scaffold	99.4		SLX	NS76	
GCF_900983375.1	12	14	426915	1751168	Scaffold	98.99		SLX	NS48	
GCF_900983405.1	13	19	239768	1800365	Scaffold	99.7		SLX	NS2361	
GCF_900983415.1	12	17	187773	1736934	Scaffold	99.47	0.08	SLX	YARC4	
GCF_900983425.1	7	15	243717	1808568	Scaffold	99.2		SLX	YARG2	
GCF_900983435.1	12	17	458843	1743892	Scaffold	99.0		SLX	YARG4	
GCF_900983455.1	12	17	250718	1791665	Scaffold	99.34		SLX	A1267	
GCF_900983465.1	14	21	181433	1801515	Scaffold	97.92	0.4	SLX	A1287	
GCF_900983505.1	10	21	188766	1763368	Scaffold	99.47		SLX	A1144	
GCF_900983525.1	12	29	122283	1879683	Scaffold	99.78	0.06	SLX	A997	
GCF_900983545.1	12	17	236663	1784417	Scaffold	99.44		SLX	A1013	
GCF_900983555.1	13	9	291127	1755603	Scaffold	99.7		SLX	A993	
GCF_900983575.1	12	15	234768	1783918	Scaffold	99.44		SLX	A980	
GCF_900983635.1	12	24	98940	1763715	Scaffold	98.86	0.4	SLX	A920	
GCF_900983675.1	12	15	234650	1826342	Scaffold	99.44		SLX	A905	
GCF_900983685.1	12	19	240317	1787089	Scaffold	99.78	0.4	SLX	A900	
GCF_900983695.1	12	28	98303	1804081	Scaffold	99.7	0.4	SLX	A904	
GCF_900983795.1	12	22	177810	1804559	Scaffold	99.51	0.72	SLX	A843	
GCF_900983815.1	12	24	280420	1918504	Scaffold	98.34	0.16	SLX	A848	
GCF_900983835.1	12	20	186021	1804814	Scaffold	99.51	0.72	SLX	A842	
GCF_900983845.1	12	10	307370	1808494	Scaffold	98.46		SLX	GAS13507	
GCF_900983855.1	13	24	112027	1759622	Scaffold	99.11		SLX	15GA0017	
GCF_900983865.1	8	21	194652	1831207	Scaffold	98.33		SLX	14GA0838	
GCF_900983885.1	13	31	121908	1787452	Scaffold	99.39		SLX	GAS131474	
GCF_900983895.1	13	17	242842	1830459	Scaffold	98.4	0.08	SLX	GAS131267	
GCF_900983915.1	13	26	211601	1798704	Scaffold	99.04	0.07	SLX	GAS131159	
GCF_900983945.1	12	27	189703	1871747	Scaffold	99.64	0.4	SLX	Bra005	
GCF_900984005.1	13	23	265739	1790572	Scaffold	99.33		SLX	14GA1137	
GCF_900984015.1	8	20	194647	1830957	Scaffold	98.33		SLX	14GA0830	
GCF_900984035.1	13	24	103704	1758184	Scaffold	98.78		SLX	14GA1137	
GCF_900984045.1	13	35	118105	1828457	Scaffold	99.39		SLX	GAS131465	
GCF_900984055.1	13	18	242854	1830148	Scaffold	98.4	0.08	SLX	GAS131252	
GCF_900984085.1	8	23	151559	1830348	Scaffold	98.33		SLX	14GA0829	
GCF_900984105.1	15	27	184521	1817427	Scaffold	98.81		SLX	Bra028	
GCF_900984125.1	13	27	94036	1758540	Scaffold	99.11		SLX	14GA1136	
GCF_900984135.1	13	18	242910	1761037	Scaffold	98.4	0.08	SLX	14GA1101	
GCF_900984145.1	12	19	254708	1769895	Scaffold	99.61		SLX	GAS13475	
GCF_900984155.1	8	22	194701	1830817	Scaffold	98.33		SLX	14GA0828	
GCF_900984165.1	12	10	307560	1844185	Scaffold	98.46	0.07	SLX	GAS131141	
GCF_900984175.1	5	17	163033	1753805	Scaffold	98.1		SLX	GAS131245	
GCF_900984205.1	12	19	312666	1759302	Scaffold	99.73		SLX	14GA0305	
GCF_900984225.1	12	13	280972	1759905	Scaffold	99.41		SLX	Bra016	
GCF_900984285.1	13	14	242856	1833381	Scaffold	98.4	0.08	SLX	14GA0287	
GCF_900984305.1	13	12	242844	1831781	Scaffold	98.4	0.08	SLX	GAS131223	
GCF_900984315.1	13	14	255919	1829683	Scaffold	98.4	0.08	SLX	GAS131111	
GCF_900984335.1	13	22	143670	1759200	Scaffold	99.11		SLX	14GA1005	
GCF_900984355.1	2	25	227850	1770797	Scaffold	98.97	0.08	SLX	14GA0809	
GCF_900984375.1	12	14	239952	1725524	Scaffold	99.73		SLX	14GA1044	
GCF_900984385.1	13	29	118149	1779528	Scaffold	99.73		SLX	GAS131348	
GCF_900984395.1	8	24	153544	1819664	Scaffold	98.33		SLX	GAS131222	
GCF_900984405.1	12	20	272499	1797618	Scaffold	99.36		SLX	GAS13450	
GCF_900984415.1	12	19	186330	1727776	Scaffold	99.14		SLX	GAS131103	
GCF_900984445.1	12	24	219539	1747437	Scaffold	98.44		SLX	GAS14274	
GCF_900984495.1	12	16	181441	1744583	Scaffold	99.21		SLX	GAS13426	
GCF_900984515.1	13	25	103715	1759084	Scaffold	99.11		SLX	GAS12394	
GCF_900984525.1	8	28	149262	1862405	Scaffold	98.33		SLX	GAS131204	
GCF_900984535.1	13	18	242835	1762332	Scaffold	98.4	0.08	SLX	GAS13118	
GCF_900984555.1	5	14	220426	1715020	Scaffold	98.1		SLX	GAS12118	
GCF_900984575.1	12	31	194555	1733495	Scaffold	99.01		SLX	GAS11549	
GCF_900984585.1	7	16	249645	1788363	Scaffold	99.31		SLX	GAS11291	
GCF_900984615.1	12	21	189655	1764230	Scaffold	99.67		SLX	GAS11117	
